score, centers, sigma, kmax
0.829000,100.000000,0.500000,2300.000000
0.829000,80.000000,0.100000,800.000000
0.829000,50.000000,0.500000,4500.000000
0.829000,30.000000,0.500000,3000.000000
0.828000,100.000000,0.100000,1300.000000
0.828000,100.000000,0.100000,1900.000000
0.828000,100.000000,0.500000,4200.000000
0.828000,100.000000,0.400000,1600.000000
0.828000,80.000000,0.100000,1000.000000
0.827000,30.000000,0.500000,4700.000000
0.827000,50.000000,0.500000,2400.000000
0.827000,100.000000,0.400000,500.000000
0.827000,50.000000,0.100000,3600.000000
0.827000,60.000000,0.500000,2600.000000
0.826000,50.000000,0.100000,2000.000000
0.826000,50.000000,0.100000,4100.000000
0.826000,70.000000,0.500000,4500.000000
0.826000,40.000000,0.200000,900.000000
0.826000,100.000000,0.400000,1000.000000
0.826000,40.000000,0.400000,4100.000000
0.826000,60.000000,0.400000,2500.000000
0.826000,100.000000,0.500000,4800.000000
0.826000,60.000000,0.500000,3500.000000
0.825000,50.000000,0.100000,2300.000000
0.825000,80.000000,0.100000,2700.000000
0.825000,50.000000,0.100000,4200.000000
0.825000,50.000000,0.100000,2400.000000
0.825000,80.000000,0.500000,4100.000000
0.825000,40.000000,0.500000,2800.000000
0.825000,40.000000,0.500000,4600.000000
0.825000,70.000000,0.100000,1800.000000
0.825000,90.000000,0.100000,600.000000
0.824000,80.000000,0.100000,1200.000000
0.824000,80.000000,0.500000,4900.000000
0.824000,50.000000,0.100000,2100.000000
0.824000,80.000000,0.100000,1900.000000
0.824000,50.000000,0.100000,3300.000000
0.823000,60.000000,0.400000,600.000000
0.823000,30.000000,0.500000,4900.000000
0.823000,50.000000,0.100000,1600.000000
0.823000,100.000000,0.500000,2000.000000
0.823000,70.000000,0.100000,1700.000000
0.823000,80.000000,0.500000,3200.000000
0.823000,100.000000,0.500000,4900.000000
0.822000,20.000000,0.300000,2300.000000
0.822000,100.000000,0.600000,4700.000000
0.822000,50.000000,0.100000,3500.000000
0.822000,50.000000,0.500000,3900.000000
0.822000,30.000000,0.500000,3800.000000
0.822000,50.000000,0.100000,3800.000000
0.822000,20.000000,0.400000,4900.000000
0.822000,100.000000,0.500000,3400.000000
0.822000,60.000000,0.500000,4400.000000
0.822000,70.000000,0.100000,1500.000000
0.822000,70.000000,0.100000,1600.000000
0.822000,90.000000,0.600000,4900.000000
0.822000,40.000000,0.300000,1500.000000
0.821000,50.000000,0.100000,4800.000000
0.821000,60.000000,0.400000,500.000000
0.821000,60.000000,0.500000,4300.000000
0.821000,50.000000,0.100000,2900.000000
0.821000,20.000000,0.400000,5000.000000
0.821000,70.000000,0.500000,2200.000000
0.821000,50.000000,0.500000,1400.000000
0.821000,70.000000,0.400000,2000.000000
0.821000,50.000000,0.100000,2200.000000
0.821000,40.000000,0.500000,4000.000000
0.821000,70.000000,0.100000,3200.000000
0.820000,20.000000,0.300000,4800.000000
0.820000,60.000000,0.100000,1700.000000
0.820000,40.000000,0.400000,1800.000000
0.820000,40.000000,0.500000,4300.000000
0.819000,70.000000,0.500000,3400.000000
0.819000,80.000000,0.400000,1100.000000
0.819000,80.000000,0.100000,600.000000
0.819000,20.000000,0.300000,2800.000000
0.818000,60.000000,0.400000,1600.000000
0.818000,100.000000,0.500000,2100.000000
0.818000,20.000000,0.400000,4300.000000
0.817000,40.000000,0.400000,500.000000
0.817000,50.000000,0.500000,4800.000000
0.817000,50.000000,0.100000,900.000000
0.816000,50.000000,0.400000,700.000000
0.816000,50.000000,0.100000,1900.000000
0.816000,70.000000,0.500000,4000.000000
0.816000,30.000000,0.500000,2800.000000
0.816000,50.000000,0.100000,1100.000000
0.815000,50.000000,0.600000,5000.000000
0.815000,70.000000,0.100000,900.000000
0.815000,20.000000,0.400000,2700.000000
0.815000,80.000000,0.100000,900.000000
0.815000,50.000000,0.400000,1400.000000
0.815000,70.000000,0.400000,2400.000000
0.814000,70.000000,0.500000,1000.000000
0.814000,100.000000,0.400000,600.000000
0.814000,30.000000,0.500000,2300.000000
0.814000,50.000000,0.100000,1300.000000
0.814000,60.000000,0.500000,900.000000
0.814000,50.000000,0.400000,500.000000
0.813000,70.000000,0.500000,4800.000000
0.813000,20.000000,0.500000,4800.000000
0.813000,50.000000,0.400000,1000.000000
0.813000,70.000000,0.100000,1000.000000
0.813000,40.000000,0.300000,700.000000
0.813000,90.000000,0.400000,800.000000
0.813000,50.000000,0.600000,3500.000000
0.813000,20.000000,0.300000,4500.000000
0.813000,90.000000,0.500000,2900.000000
0.813000,20.000000,0.400000,4200.000000
0.812000,100.000000,0.500000,2600.000000
0.812000,50.000000,0.400000,1200.000000
0.812000,20.000000,0.300000,4200.000000
0.812000,50.000000,0.100000,2500.000000
0.812000,30.000000,0.500000,2500.000000
0.811000,70.000000,0.500000,2600.000000
0.811000,80.000000,0.500000,4300.000000
0.811000,100.000000,0.400000,1700.000000
0.810000,70.000000,0.500000,4400.000000
0.809000,90.000000,0.600000,4200.000000
0.809000,40.000000,0.400000,2900.000000
0.809000,30.000000,0.400000,800.000000
0.809000,20.000000,0.400000,3300.000000
0.808000,20.000000,0.400000,1800.000000
0.808000,90.000000,0.500000,2000.000000
0.808000,20.000000,0.400000,4400.000000
0.808000,80.000000,0.100000,700.000000
0.808000,80.000000,0.500000,4000.000000
0.808000,60.000000,0.500000,4600.000000
0.807000,100.000000,0.400000,1300.000000
0.807000,90.000000,0.400000,1900.000000
0.807000,70.000000,0.500000,3300.000000
0.807000,60.000000,0.400000,1100.000000
0.807000,80.000000,0.400000,800.000000
0.807000,90.000000,0.500000,4500.000000
0.806000,40.000000,0.500000,4900.000000
0.806000,60.000000,0.500000,1700.000000
0.806000,100.000000,0.500000,4000.000000
0.806000,70.000000,0.500000,4100.000000
0.806000,50.000000,0.500000,4900.000000
0.806000,80.000000,0.600000,4400.000000
0.806000,60.000000,0.400000,2400.000000
0.805000,100.000000,0.500000,3900.000000
0.805000,70.000000,0.100000,1400.000000
0.805000,80.000000,0.400000,3500.000000
0.804000,90.000000,0.500000,1900.000000
0.804000,20.000000,0.500000,2800.000000
0.804000,80.000000,0.500000,4400.000000
0.803000,20.000000,0.300000,3900.000000
0.803000,30.000000,0.400000,2000.000000
0.803000,80.000000,0.500000,3700.000000
0.803000,20.000000,0.400000,2600.000000
0.803000,50.000000,0.500000,2800.000000
0.803000,50.000000,0.500000,1600.000000
0.803000,80.000000,0.500000,4600.000000
0.803000,60.000000,0.500000,4100.000000
0.802000,20.000000,0.300000,3600.000000
0.802000,100.000000,0.500000,1400.000000
0.802000,70.000000,0.400000,1900.000000
0.802000,100.000000,0.500000,1900.000000
0.802000,50.000000,0.400000,2300.000000
0.802000,70.000000,0.500000,2300.000000
0.802000,60.000000,0.100000,2100.000000
0.802000,80.000000,0.600000,4200.000000
0.802000,90.000000,0.500000,1500.000000
0.801000,20.000000,0.400000,1700.000000
0.801000,60.000000,0.600000,4900.000000
0.801000,20.000000,0.300000,2400.000000
0.801000,70.000000,0.100000,600.000000
0.801000,70.000000,0.500000,1900.000000
0.801000,50.000000,0.500000,4100.000000
0.800000,50.000000,0.500000,3200.000000
0.800000,50.000000,0.600000,4400.000000
0.800000,60.000000,0.600000,3800.000000
0.800000,40.000000,0.500000,3000.000000
0.800000,90.000000,0.100000,500.000000
0.799000,20.000000,0.300000,3100.000000
0.799000,80.000000,0.500000,1200.000000
0.799000,80.000000,0.400000,700.000000
0.799000,60.000000,0.500000,2000.000000
0.799000,50.000000,0.500000,3000.000000
0.799000,40.000000,0.500000,4500.000000
0.799000,40.000000,0.600000,4800.000000
0.799000,90.000000,0.500000,1700.000000
0.799000,20.000000,0.300000,4900.000000
0.798000,50.000000,0.500000,3700.000000
0.798000,100.000000,0.600000,3800.000000
0.798000,50.000000,0.500000,1200.000000
0.797000,60.000000,0.500000,2800.000000
0.797000,80.000000,0.500000,3000.000000
0.797000,90.000000,0.500000,2500.000000
0.797000,20.000000,0.500000,3000.000000
0.797000,20.000000,0.300000,2700.000000
0.797000,100.000000,0.600000,3300.000000
0.797000,60.000000,0.100000,1400.000000
0.797000,20.000000,0.300000,3200.000000
0.797000,20.000000,0.500000,4900.000000
0.797000,90.000000,0.500000,3700.000000
0.797000,30.000000,0.600000,3200.000000
0.796000,20.000000,0.300000,3300.000000
0.796000,60.000000,0.600000,4000.000000
0.796000,70.000000,0.600000,3500.000000
0.796000,50.000000,0.500000,4200.000000
0.795000,70.000000,0.100000,1300.000000
0.795000,60.000000,0.100000,1200.000000
0.795000,70.000000,0.500000,3100.000000
0.795000,80.000000,0.100000,500.000000
0.795000,50.000000,0.500000,3500.000000
0.794000,40.000000,0.500000,3200.000000
0.794000,40.000000,0.500000,3700.000000
0.794000,20.000000,0.300000,2600.000000
0.794000,100.000000,0.500000,2900.000000
0.794000,90.000000,0.600000,4100.000000
0.794000,40.000000,0.400000,1100.000000
0.793000,70.000000,0.600000,3800.000000
0.793000,50.000000,0.100000,600.000000
0.793000,20.000000,0.400000,900.000000
0.793000,60.000000,0.100000,1800.000000
0.793000,100.000000,0.600000,4300.000000
0.793000,60.000000,0.100000,2700.000000
0.792000,80.000000,0.400000,500.000000
0.792000,70.000000,0.500000,2700.000000
0.792000,40.000000,0.500000,2600.000000
0.791000,100.000000,0.600000,2400.000000
0.791000,80.000000,0.600000,3200.000000
0.791000,100.000000,0.500000,3000.000000
0.791000,20.000000,0.400000,4100.000000
0.791000,50.000000,0.500000,2300.000000
0.791000,40.000000,0.400000,700.000000
0.791000,60.000000,0.500000,1300.000000
0.790000,30.000000,0.300000,700.000000
0.790000,80.000000,0.500000,1800.000000
0.790000,30.000000,0.600000,5000.000000
0.789000,90.000000,0.600000,3300.000000
0.789000,20.000000,0.400000,2500.000000
0.789000,60.000000,0.600000,4300.000000
0.789000,80.000000,0.500000,2500.000000
0.789000,80.000000,0.500000,1500.000000
0.789000,20.000000,0.400000,4000.000000
0.789000,20.000000,0.300000,4400.000000
0.788000,20.000000,0.300000,4600.000000
0.788000,50.000000,0.100000,800.000000
0.788000,30.000000,0.100000,4600.000000
0.787000,20.000000,0.300000,3700.000000
0.787000,20.000000,0.300000,2500.000000
0.787000,50.000000,0.100000,700.000000
0.787000,40.000000,0.500000,1300.000000
0.787000,30.000000,0.100000,3300.000000
0.787000,20.000000,0.400000,2800.000000
0.787000,50.000000,0.500000,2600.000000
0.787000,60.000000,0.100000,3500.000000
0.786000,60.000000,0.100000,3700.000000
0.786000,40.000000,0.500000,900.000000
0.785000,80.000000,0.500000,3300.000000
0.785000,60.000000,0.500000,2200.000000
0.785000,90.000000,0.600000,3900.000000
0.785000,30.000000,0.100000,4500.000000
0.785000,40.000000,0.500000,1200.000000
0.785000,50.000000,0.500000,1500.000000
0.785000,90.000000,0.500000,4600.000000
0.785000,60.000000,0.500000,4900.000000
0.784000,100.000000,0.500000,3100.000000
0.784000,20.000000,0.400000,4500.000000
0.784000,20.000000,0.400000,600.000000
0.784000,100.000000,0.500000,4100.000000
0.783000,50.000000,0.500000,2900.000000
0.783000,70.000000,0.100000,1100.000000
0.783000,100.000000,0.500000,700.000000
0.783000,70.000000,0.400000,500.000000
0.783000,20.000000,0.200000,2300.000000
0.783000,30.000000,0.100000,3400.000000
0.783000,20.000000,0.300000,4100.000000
0.782000,20.000000,0.400000,1900.000000
0.781000,90.000000,0.600000,4600.000000
0.781000,90.000000,0.400000,900.000000
0.781000,40.000000,0.600000,4500.000000
0.780000,50.000000,0.500000,1900.000000
0.780000,30.000000,0.600000,4800.000000
0.780000,20.000000,0.200000,2800.000000
0.780000,20.000000,0.200000,2500.000000
0.780000,70.000000,0.500000,2000.000000
0.780000,90.000000,0.500000,2100.000000
0.780000,70.000000,0.100000,800.000000
0.780000,20.000000,0.300000,4700.000000
0.780000,90.000000,0.500000,4400.000000
0.779000,20.000000,0.300000,2100.000000
0.779000,90.000000,0.500000,2400.000000
0.779000,30.000000,0.600000,1600.000000
0.779000,20.000000,0.500000,3100.000000
0.779000,60.000000,0.100000,1300.000000
0.779000,100.000000,0.500000,1500.000000
0.779000,90.000000,0.500000,700.000000
0.778000,20.000000,0.500000,4500.000000
0.778000,20.000000,0.300000,1200.000000
0.778000,80.000000,0.600000,2600.000000
0.778000,70.000000,0.600000,3900.000000
0.778000,20.000000,0.200000,3300.000000
0.778000,30.000000,0.100000,4900.000000
0.777000,70.000000,0.100000,1200.000000
0.777000,30.000000,0.100000,4300.000000
0.777000,40.000000,0.500000,3800.000000
0.777000,60.000000,0.100000,800.000000
0.776000,60.000000,0.600000,3700.000000
0.776000,20.000000,0.200000,2600.000000
0.776000,70.000000,0.400000,700.000000
0.776000,30.000000,0.100000,4700.000000
0.776000,20.000000,0.200000,1600.000000
0.776000,30.000000,0.600000,3900.000000
0.775000,20.000000,0.400000,3800.000000
0.775000,30.000000,0.100000,3500.000000
0.775000,30.000000,0.400000,500.000000
0.775000,40.000000,0.600000,4000.000000
0.775000,20.000000,0.200000,1300.000000
0.775000,20.000000,0.300000,1900.000000
0.775000,30.000000,0.100000,4200.000000
0.775000,90.000000,0.600000,4400.000000
0.775000,20.000000,0.200000,4700.000000
0.775000,40.000000,0.100000,4400.000000
0.775000,90.000000,0.600000,4800.000000
0.775000,20.000000,0.300000,3400.000000
0.774000,30.000000,0.100000,3600.000000
0.774000,40.000000,0.600000,4300.000000
0.774000,20.000000,0.200000,4000.000000
0.774000,60.000000,0.600000,2600.000000
0.774000,70.000000,0.100000,700.000000
0.774000,50.000000,0.600000,2600.000000
0.774000,30.000000,0.600000,3700.000000
0.773000,90.000000,0.400000,1400.000000
0.773000,90.000000,0.500000,3600.000000
0.773000,40.000000,0.100000,3900.000000
0.772000,60.000000,0.600000,4800.000000
0.772000,40.000000,0.500000,1900.000000
0.772000,20.000000,0.200000,4400.000000
0.772000,70.000000,0.500000,2900.000000
0.772000,20.000000,0.200000,3900.000000
0.772000,20.000000,0.200000,3800.000000
0.772000,100.000000,0.600000,3500.000000
0.772000,20.000000,0.200000,1500.000000
0.771000,20.000000,0.400000,1400.000000
0.771000,20.000000,0.600000,3200.000000
0.771000,30.000000,0.100000,3200.000000
0.771000,20.000000,0.200000,3200.000000
0.771000,90.000000,0.400000,600.000000
0.771000,70.000000,0.500000,4600.000000
0.771000,40.000000,0.500000,2500.000000
0.771000,50.000000,0.600000,3000.000000
0.771000,60.000000,0.100000,2800.000000
0.771000,50.000000,0.600000,4600.000000
0.771000,30.000000,0.300000,1300.000000
0.771000,30.000000,0.400000,900.000000
0.771000,40.000000,0.500000,3300.000000
0.770000,40.000000,0.500000,2200.000000
0.770000,40.000000,0.100000,3400.000000
0.770000,30.000000,0.100000,4000.000000
0.769000,20.000000,0.400000,4600.000000
0.769000,50.000000,0.600000,4300.000000
0.769000,20.000000,0.400000,3400.000000
0.769000,40.000000,0.500000,1700.000000
0.769000,40.000000,0.600000,3000.000000
0.768000,60.000000,0.500000,800.000000
0.768000,20.000000,0.200000,3600.000000
0.768000,80.000000,0.600000,4700.000000
0.768000,60.000000,0.600000,4200.000000
0.768000,20.000000,0.200000,800.000000
0.768000,70.000000,0.600000,2600.000000
0.768000,60.000000,0.500000,2400.000000
0.768000,100.000000,0.500000,2700.000000
0.768000,80.000000,0.500000,1700.000000
0.768000,80.000000,0.500000,900.000000
0.767000,20.000000,0.200000,4800.000000
0.767000,60.000000,0.500000,700.000000
0.767000,100.000000,0.400000,3300.000000
0.767000,100.000000,0.500000,2200.000000
0.767000,20.000000,0.200000,4600.000000
0.767000,90.000000,0.700000,2500.000000
0.766000,60.000000,0.500000,3300.000000
0.766000,60.000000,0.700000,4200.000000
0.766000,30.000000,0.100000,2300.000000
0.766000,50.000000,0.500000,4000.000000
0.766000,40.000000,0.100000,3800.000000
0.766000,80.000000,0.500000,1000.000000
0.765000,50.000000,0.500000,800.000000
0.765000,40.000000,0.100000,4300.000000
0.765000,60.000000,0.100000,500.000000
0.765000,70.000000,0.600000,2500.000000
0.765000,40.000000,0.500000,800.000000
0.764000,50.000000,0.500000,3600.000000
0.764000,60.000000,0.600000,3900.000000
0.764000,100.000000,0.600000,4800.000000
0.764000,20.000000,0.200000,1200.000000
0.764000,30.000000,0.500000,1200.000000
0.763000,70.000000,0.600000,4500.000000
0.763000,70.000000,0.100000,500.000000
0.763000,100.000000,0.500000,1100.000000
0.763000,50.000000,0.100000,4900.000000
0.763000,20.000000,0.200000,700.000000
0.762000,60.000000,0.600000,3500.000000
0.762000,60.000000,0.100000,1000.000000
0.762000,30.000000,0.100000,1700.000000
0.762000,80.000000,0.500000,3100.000000
0.762000,40.000000,0.100000,4100.000000
0.762000,50.000000,0.600000,2700.000000
0.762000,30.000000,0.100000,2400.000000
0.762000,40.000000,0.600000,2900.000000
0.762000,20.000000,0.400000,3600.000000
0.762000,100.000000,0.500000,4500.000000
0.761000,80.000000,0.700000,4400.000000
0.761000,80.000000,0.500000,4800.000000
0.761000,40.000000,0.100000,3700.000000
0.761000,80.000000,0.600000,3500.000000
0.761000,30.000000,0.600000,1500.000000
0.761000,80.000000,0.600000,4900.000000
0.761000,20.000000,0.200000,1800.000000
0.761000,30.000000,0.500000,1000.000000
0.761000,60.000000,0.600000,2800.000000
0.761000,90.000000,0.500000,3000.000000
0.760000,70.000000,0.600000,1900.000000
0.760000,60.000000,0.600000,1700.000000
0.760000,30.000000,0.100000,4100.000000
0.760000,40.000000,0.700000,3000.000000
0.760000,50.000000,0.500000,2500.000000
0.760000,30.000000,0.100000,1100.000000
0.760000,30.000000,0.500000,3900.000000
0.759000,20.000000,0.400000,2900.000000
0.759000,30.000000,0.700000,4600.000000
0.759000,30.000000,0.100000,1400.000000
0.759000,30.000000,0.100000,1300.000000
0.759000,20.000000,0.300000,700.000000
0.759000,20.000000,0.300000,2900.000000
0.759000,90.000000,0.600000,2100.000000
0.759000,100.000000,0.600000,3700.000000
0.759000,20.000000,0.200000,1700.000000
0.758000,30.000000,0.600000,4700.000000
0.758000,20.000000,0.500000,1000.000000
0.758000,30.000000,0.100000,1600.000000
0.758000,30.000000,0.500000,1500.000000
0.758000,60.000000,0.600000,3300.000000
0.758000,90.000000,0.500000,2300.000000
0.758000,30.000000,0.500000,1100.000000
0.758000,60.000000,0.500000,1400.000000
0.758000,40.000000,0.100000,3100.000000
0.758000,20.000000,0.300000,3000.000000
0.758000,20.000000,0.300000,1700.000000
0.757000,50.000000,0.500000,3100.000000
0.757000,100.000000,0.500000,1300.000000
0.757000,20.000000,0.500000,3500.000000
0.757000,50.000000,0.500000,1700.000000
0.757000,30.000000,0.100000,2000.000000
0.757000,80.000000,0.600000,2000.000000
0.757000,30.000000,0.100000,2500.000000
0.757000,30.000000,0.100000,2200.000000
0.757000,30.000000,0.100000,1000.000000
0.757000,30.000000,0.500000,1400.000000
0.757000,70.000000,0.500000,3900.000000
0.757000,30.000000,0.500000,1600.000000
0.756000,70.000000,0.500000,2400.000000
0.756000,30.000000,0.100000,2700.000000
0.756000,80.000000,0.500000,1400.000000
0.755000,80.000000,0.600000,3000.000000
0.755000,60.000000,0.100000,1100.000000
0.755000,20.000000,0.200000,2000.000000
0.755000,50.000000,0.100000,3700.000000
0.755000,40.000000,0.700000,3200.000000
0.755000,80.000000,0.600000,3800.000000
0.755000,20.000000,0.300000,2000.000000
0.755000,20.000000,0.200000,5000.000000
0.755000,70.000000,0.600000,4800.000000
0.755000,40.000000,0.700000,3900.000000
0.755000,20.000000,0.200000,600.000000
0.755000,30.000000,0.700000,4400.000000
0.755000,20.000000,0.100000,3400.000000
0.755000,50.000000,0.500000,1800.000000
0.755000,90.000000,0.500000,4100.000000
0.755000,30.000000,0.600000,2000.000000
0.755000,20.000000,0.100000,3300.000000
0.755000,20.000000,0.100000,3100.000000
0.754000,30.000000,0.100000,2800.000000
0.754000,70.000000,0.500000,500.000000
0.754000,20.000000,0.200000,2900.000000
0.754000,20.000000,0.300000,1400.000000
0.754000,40.000000,0.600000,2400.000000
0.754000,60.000000,0.500000,3100.000000
0.754000,40.000000,0.100000,1400.000000
0.754000,20.000000,0.200000,1400.000000
0.754000,40.000000,0.100000,2600.000000
0.754000,40.000000,0.500000,2900.000000
0.754000,100.000000,0.600000,3900.000000
0.753000,30.000000,0.700000,2200.000000
0.753000,20.000000,0.300000,1600.000000
0.753000,50.000000,0.700000,3700.000000
0.753000,20.000000,0.200000,2400.000000
0.753000,20.000000,0.100000,1900.000000
0.753000,30.000000,0.500000,2100.000000
0.752000,80.000000,0.500000,500.000000
0.752000,30.000000,0.600000,2300.000000
0.752000,40.000000,0.500000,4200.000000
0.752000,20.000000,0.200000,1900.000000
0.752000,50.000000,0.700000,3400.000000
0.752000,30.000000,0.900000,4100.000000
0.752000,20.000000,0.100000,3500.000000
0.752000,20.000000,0.100000,3800.000000
0.752000,20.000000,0.100000,3900.000000
0.752000,50.000000,0.100000,4300.000000
0.752000,20.000000,0.100000,4400.000000
0.752000,20.000000,0.100000,4200.000000
0.752000,20.000000,0.100000,4000.000000
0.751000,90.000000,0.700000,3200.000000
0.751000,70.000000,0.700000,2500.000000
0.751000,60.000000,0.100000,700.000000
0.751000,40.000000,0.100000,2200.000000
0.751000,100.000000,0.500000,800.000000
0.751000,20.000000,0.100000,4100.000000
0.750000,30.000000,0.100000,1200.000000
0.750000,30.000000,0.100000,800.000000
0.750000,40.000000,0.100000,2700.000000
0.750000,20.000000,0.700000,2100.000000
0.750000,20.000000,0.100000,4700.000000
0.750000,50.000000,0.600000,4200.000000
0.750000,20.000000,0.300000,3500.000000
0.750000,20.000000,0.100000,2700.000000
0.750000,60.000000,0.600000,1100.000000
0.749000,90.000000,0.600000,1400.000000
0.749000,40.000000,0.100000,1200.000000
0.749000,20.000000,0.100000,2500.000000
0.749000,20.000000,0.100000,2600.000000
0.749000,100.000000,0.600000,2200.000000
0.749000,60.000000,0.600000,1600.000000
0.749000,20.000000,0.100000,4500.000000
0.749000,20.000000,0.400000,1000.000000
0.749000,80.000000,0.700000,4600.000000
0.749000,100.000000,0.600000,4500.000000
0.749000,60.000000,0.800000,2400.000000
0.748000,20.000000,0.300000,1500.000000
0.748000,30.000000,0.600000,3300.000000
0.748000,20.000000,0.200000,3400.000000
0.748000,20.000000,0.100000,2100.000000
0.748000,100.000000,0.700000,3300.000000
0.748000,20.000000,0.100000,4900.000000
0.748000,70.000000,0.500000,1300.000000
0.748000,20.000000,0.100000,2900.000000
0.748000,50.000000,0.600000,500.000000
0.748000,20.000000,0.100000,3200.000000
0.748000,20.000000,0.100000,4300.000000
0.747000,20.000000,0.100000,1800.000000
0.747000,20.000000,0.100000,5000.000000
0.747000,20.000000,0.300000,4000.000000
0.747000,20.000000,0.200000,1000.000000
0.747000,80.000000,1.000000,3700.000000
0.747000,70.000000,1.000000,3500.000000
0.747000,50.000000,0.500000,500.000000
0.747000,70.000000,0.500000,600.000000
0.747000,30.000000,0.100000,2600.000000
0.747000,20.000000,0.300000,4300.000000
0.747000,20.000000,0.100000,3000.000000
0.747000,50.000000,0.600000,2500.000000
0.746000,20.000000,0.600000,4000.000000
0.746000,20.000000,0.100000,2000.000000
0.746000,80.000000,0.400000,1200.000000
0.746000,70.000000,0.600000,3700.000000
0.746000,30.000000,0.500000,800.000000
0.746000,20.000000,0.200000,4500.000000
0.746000,60.000000,0.600000,3200.000000
0.746000,40.000000,0.100000,1300.000000
0.746000,30.000000,0.100000,2100.000000
0.746000,70.000000,0.700000,2600.000000
0.745000,70.000000,0.500000,1700.000000
0.745000,100.000000,0.600000,4200.000000
0.745000,30.000000,0.600000,3000.000000
0.745000,20.000000,0.800000,2400.000000
0.745000,100.000000,0.700000,3400.000000
0.745000,20.000000,0.100000,1000.000000
0.745000,20.000000,0.200000,900.000000
0.745000,20.000000,0.100000,1300.000000
0.745000,20.000000,0.800000,3400.000000
0.745000,100.000000,1.000000,3300.000000
0.745000,20.000000,0.100000,2800.000000
0.745000,60.000000,0.900000,4700.000000
0.745000,40.000000,0.500000,1400.000000
0.744000,40.000000,0.100000,2000.000000
0.744000,70.000000,0.800000,2400.000000
0.744000,40.000000,0.600000,3400.000000
0.744000,60.000000,0.900000,2700.000000
0.744000,50.000000,0.500000,2700.000000
0.744000,60.000000,0.600000,1400.000000
0.744000,70.000000,0.500000,800.000000
0.744000,30.000000,0.500000,4400.000000
0.744000,90.000000,0.600000,5000.000000
0.744000,100.000000,0.700000,4700.000000
0.744000,100.000000,0.700000,5000.000000
0.744000,90.000000,0.800000,3800.000000
0.744000,100.000000,0.900000,4200.000000
0.743000,30.000000,0.600000,1200.000000
0.743000,90.000000,0.600000,4300.000000
0.743000,40.000000,0.500000,500.000000
0.743000,90.000000,1.000000,2400.000000
0.743000,100.000000,0.700000,1000.000000
0.743000,20.000000,0.400000,3200.000000
0.743000,70.000000,0.500000,4200.000000
0.743000,50.000000,0.100000,4000.000000
0.743000,30.000000,0.600000,1300.000000
0.743000,90.000000,0.900000,4600.000000
0.743000,30.000000,0.600000,2900.000000
0.743000,100.000000,0.600000,1500.000000
0.743000,20.000000,0.100000,2300.000000
0.743000,60.000000,0.500000,1100.000000
0.743000,20.000000,0.400000,2000.000000
0.743000,40.000000,0.800000,3000.000000
0.742000,20.000000,0.100000,3700.000000
0.742000,50.000000,0.600000,3600.000000
0.742000,70.000000,0.600000,3200.000000
0.742000,100.000000,0.500000,1200.000000
0.742000,40.000000,0.500000,2000.000000
0.742000,40.000000,0.600000,4200.000000
0.741000,40.000000,0.400000,800.000000
0.741000,20.000000,1.000000,1000.000000
0.741000,70.000000,0.500000,3200.000000
0.741000,50.000000,0.700000,4500.000000
0.741000,40.000000,0.100000,2400.000000
0.741000,20.000000,0.600000,1500.000000
0.741000,20.000000,0.100000,4800.000000
0.741000,30.000000,0.500000,1300.000000
0.741000,20.000000,1.000000,2600.000000
0.741000,70.000000,0.600000,4400.000000
0.741000,40.000000,0.100000,1900.000000
0.740000,40.000000,0.900000,2300.000000
0.740000,20.000000,0.100000,1700.000000
0.740000,60.000000,0.500000,3200.000000
0.740000,20.000000,0.800000,4100.000000
0.740000,40.000000,0.600000,1500.000000
0.740000,20.000000,0.100000,1200.000000
0.740000,90.000000,0.500000,1400.000000
0.740000,100.000000,0.600000,2600.000000
0.740000,20.000000,0.300000,1000.000000
0.740000,40.000000,0.700000,3500.000000
0.740000,80.000000,1.000000,4100.000000
0.740000,20.000000,0.500000,1600.000000
0.740000,60.000000,0.900000,2000.000000
0.739000,50.000000,0.900000,1100.000000
0.739000,90.000000,0.600000,3000.000000
0.739000,20.000000,0.100000,1100.000000
0.739000,60.000000,0.600000,3600.000000
0.739000,40.000000,0.900000,3000.000000
0.739000,30.000000,0.200000,1400.000000
0.739000,80.000000,0.500000,3500.000000
0.739000,60.000000,0.500000,1600.000000
0.739000,30.000000,1.000000,4600.000000
0.739000,40.000000,0.400000,600.000000
0.739000,100.000000,0.900000,2200.000000
0.739000,20.000000,0.800000,3200.000000
0.739000,90.000000,0.600000,2000.000000
0.739000,80.000000,0.700000,4100.000000
0.739000,70.000000,1.000000,1700.000000
0.739000,70.000000,0.700000,900.000000
0.739000,30.000000,0.700000,4700.000000
0.738000,70.000000,0.600000,4100.000000
0.738000,40.000000,0.600000,4600.000000
0.738000,20.000000,0.600000,900.000000
0.738000,70.000000,0.900000,3300.000000
0.738000,30.000000,0.800000,3900.000000
0.738000,90.000000,0.700000,3400.000000
0.738000,40.000000,0.100000,1100.000000
0.738000,20.000000,0.100000,4600.000000
0.738000,60.000000,0.500000,2500.000000
0.738000,60.000000,1.000000,2200.000000
0.738000,30.000000,0.900000,4200.000000
0.738000,50.000000,0.900000,3600.000000
0.738000,80.000000,0.800000,2900.000000
0.738000,60.000000,0.600000,3000.000000
0.738000,20.000000,0.900000,1600.000000
0.737000,70.000000,0.700000,3800.000000
